TAI Time at Start of Scan replicated across the swath (Time UTC+0);Geodetic Latitude (Degrees_north);Geodetic Longitude (Degrees_east);Deep Blue AOT at 0.55 micron for land with higher quality data (Quality flag=2,3) (None);Standard deviation of Deep Blue AOT at 0.55 micron for land with  all quality data (Quality flag=1,2,3) (None);Deep Blue Aerosol Confidence Flag (0= No Confidence (or fill),  1= Marginal, 2= Good, 3= Very Good) (None);Averaged topographic altitude (in km) for Land (KM)
2019-09-24T11:38:08.000000;38.28471;-7.978186;134;69;3;23
2019-09-24T11:38:08.000000;38.26351;-7.853448;94;43;3;25
2019-09-24T11:38:10.000000;38.217655;-8.131258;136;44;3;9
2019-09-24T11:38:10.000000;38.19684;-8.007931;166;62;3;13
2019-09-24T11:38:10.000000;38.175686;-7.8834186;154;78;3;18
2019-09-24T11:38:11.000000;38.15013;-8.282921;98;41;3;8
2019-09-24T11:38:11.000000;38.12965;-8.1607;116;68;3;9
2019-09-24T11:38:11.000000;38.108864;-8.037486;143;77;3;13
2019-09-24T11:38:11.000000;38.08774;-7.9131184;112;60;3;18
2019-09-24T11:38:13.000000;38.08243;-8.433846;154;45;3;10
2019-09-24T11:38:13.000000;38.062263;-8.312671;119;62;3;7
2019-09-24T11:38:13.000000;38.041817;-8.190609;165;66;3;8
2019-09-24T11:38:13.000000;38.021088;-8.067713;138;67;3;17
2019-09-24T11:38:13.000000;37.999985;-7.9433846;132;81;3;19
2019-09-24T11:38:13.000000;37.97851;-7.8177834;113;72;3;21
2019-09-24T11:38:14.000000;37.994335;-8.462803;118;35;3;8
2019-09-24T11:38:14.000000;37.974205;-8.341806;86;57;3;6
2019-09-24T11:38:14.000000;37.95379;-8.21992;135;78;3;8
2019-09-24T11:38:14.000000;37.933056;-8.0969515;136;71;3;12
2019-09-24T11:38:14.000000;37.911987;-7.972826;83;66;3;-9999
2019-09-24T11:38:14.000000;37.890533;-7.84724;76;46;3;-9999
2019-09-24T11:38:16.000000;37.926224;-8.612152;122;39;3;11
2019-09-24T11:38:16.000000;37.906414;-8.492266;143;46;3;8
2019-09-24T11:38:16.000000;37.88632;-8.371465;122;65;3;-9999
2019-09-24T11:38:16.000000;37.86596;-8.249882;155;68;3;13
2019-09-24T11:38:16.000000;37.845284;-8.127227;126;80;3;-9999
2019-09-24T11:38:16.000000;37.824207;-8.002991;141;57;3;-9999
2019-09-24T11:38:16.000000;37.802776;-7.877511;135;53;3;14
2019-09-24T11:38:17.000000;37.8381;-8.640964;113;45;3;12
2019-09-24T11:38:17.000000;37.81831;-8.52117;81;43;3;-9999
2019-09-24T11:38:17.000000;37.798256;-8.400597;108;44;3;-9999
2019-09-18T12:14:23.000000;39.554665;-8.041401;160;15;3;26
2019-09-18T12:14:24.000000;39.55749;-8.434021;161;19;3;7
2019-09-18T12:14:24.000000;39.469513;-8.080285;150;22;3;7
2019-09-18T12:14:26.000000;39.472397;-8.47414;155;22;3;5
2019-09-18T12:14:26.000000;39.38504;-8.122608;137;19;3;15
2019-09-18T12:14:27.000000;39.387897;-8.515623;152;22;3;1
2019-09-18T12:14:27.000000;39.301033;-8.165753;131;13;3;19
2019-09-18T12:14:29.000000;39.302814;-8.55598;143;23;3;1
2019-09-18T12:14:29.000000;39.21603;-8.206135;121;10;3;16
2019-09-18T12:14:30.000000;39.2183;-8.597698;136;24;3;2
2019-09-18T12:14:30.000000;39.131516;-8.247537;113;15;3;14
2019-09-18T12:14:32.000000;39.133198;-8.637737;126;23;3;3
2019-09-18T12:14:32.000000;39.046345;-8.286993;109;17;3;10
2019-09-18T12:14:32.000000;38.953426;-7.917238;126;19;3;15
2019-09-18T12:14:33.000000;39.048733;-8.679371;126;25;3;4
2019-09-18T12:14:33.000000;38.96201;-8.328815;131;17;3;9
2019-09-18T12:14:33.000000;38.86939;-7.959878;140;26;3;17
2019-09-18T12:14:35.000000;39.04567;-9.056172;179;53;3;19
2019-09-18T12:14:35.000000;38.963554;-8.719172;123;25;3;2
2019-09-18T12:14:35.000000;38.877167;-8.369688;136;27;3;11
2019-09-18T12:14:35.000000;38.784904;-8.001869;155;51;3;22
2019-09-18T12:14:36.000000;38.79263;-8.411119;133;36;3;11
2019-09-18T12:14:36.000000;38.700836;-8.044833;151;45;3;29
2019-09-18T12:14:38.000000;38.70758;-8.450588;117;24;3;10
2019-09-18T12:14:38.000000;38.61612;-8.085318;129;32;3;31
2019-09-18T12:14:39.000000;38.623207;-8.49213;140;31;3;9
2019-09-18T12:14:39.000000;38.531734;-8.126457;125;33;3;26
2019-09-18T12:14:41.000000;38.538002;-8.531536;159;41;2;7
2019-09-18T12:14:41.000000;38.44637;-8.164911;144;43;3;17
2019-09-18T12:14:42.000000;38.362164;-8.206961;127;36;2;17
2019-09-18T12:14:42.000000;38.264114;-7.820192;113;22;3;28
2019-09-18T12:14:44.000000;38.27661;-8.244523;145;56;3;6
2019-09-18T12:14:44.000000;38.178734;-7.8581314;100;16;3;18
2019-09-18T12:14:45.000000;38.19227;-8.28549;148;48;3;5
2019-09-18T12:14:45.000000;38.09464;-7.8996916;110;25;3;17
2019-09-03T11:19:31.000000;39.553127;-8.240374;138;48;2;22
2019-09-03T11:19:31.000000;39.537163;-8.111304;138;79;3;20
2019-09-03T11:19:31.000000;39.521233;-7.983706;208;69;2;16
2019-09-03T11:19:31.000000;39.50531;-7.857358;204;59;3;14
2019-09-03T11:19:32.000000;39.54473;-8.93385;137;59;3;13
2019-09-03T11:19:32.000000;39.52832;-8.794477;105;55;3;50
2019-09-03T11:19:32.000000;39.46438;-8.264755;137;61;2;3
2019-09-03T11:19:32.000000;39.448383;-8.135512;141;53;3;9
2019-09-03T11:19:32.000000;39.43241;-8.007667;179;35;3;15
2019-09-03T11:19:32.000000;39.416447;-7.881069;187;55;3;25
2019-09-03T11:19:34.000000;39.455948;-8.9569845;121;50;2;18
2019-09-03T11:19:34.000000;39.439766;-8.819566;178;79;2;21
2019-09-03T11:19:34.000000;39.37564;-8.288591;157;54;3;15
2019-09-03T11:19:34.000000;39.359703;-8.159819;151;59;3;13
2019-09-03T11:19:34.000000;39.343742;-8.032079;178;73;3;22
2019-09-03T11:19:34.000000;39.327866;-7.906173;188;56;3;16
2019-09-03T11:19:35.000000;39.36706;-8.979899;125;33;2;17
2019-09-03T11:19:35.000000;39.350983;-8.843375;148;28;3;5
2019-09-03T11:19:35.000000;39.286793;-8.312157;171;68;3;17
2019-09-03T11:19:35.000000;39.27085;-8.183468;143;64;3;17
2019-09-03T11:19:35.000000;39.25495;-8.056248;169;57;3;16
2019-09-03T11:19:35.000000;39.239044;-7.9301567;181;87;3;20
2019-09-03T11:19:35.000000;39.22318;-7.805518;190;103;3;18
2019-09-03T11:19:37.000000;39.294563;-9.1427765;108;51;3;7
2019-09-03T11:19:37.000000;39.278328;-9.003525;120;49;3;12
2019-09-03T11:19:37.000000;39.26223;-8.866911;160;52;3;6
2019-09-03T11:19:37.000000;39.198147;-8.336729;144;67;3;10
2019-09-03T11:19:37.000000;39.182194;-8.207963;142;67;3;16
2019-09-03T11:19:37.000000;39.16634;-8.081123;186;72;3;9
2019-09-03T11:19:38.000000;39.18928;-9.025298;106;53;3;30
2019-09-03T11:19:38.000000;39.17329;-8.88961;118;56;3;9
2019-09-03T11:19:38.000000;39.10926;-8.360149;109;68;3;12
2019-09-03T11:19:38.000000;39.09335;-8.231716;137;68;3;14
2019-09-03T11:19:38.000000;39.07747;-8.10477;157;84;3;14
2019-09-03T11:19:39.000000;39.036552;-8.514109;126;59;3;9
2019-09-03T11:19:39.000000;39.020638;-8.384503;132;55;3;8
2019-09-03T11:19:39.000000;39.004753;-8.256347;152;68;3;7
2019-09-03T11:19:39.000000;38.988865;-8.129358;149;86;3;12
2019-09-03T11:19:41.000000;38.947685;-8.537722;122;69;2;2
2019-09-03T11:19:41.000000;38.93175;-8.40802;131;51;3;6
2019-09-03T11:19:41.000000;38.91586;-8.279867;116;52;3;8
2019-09-03T11:19:41.000000;38.899982;-8.153038;141;74;3;13
2019-09-03T11:19:41.000000;38.884144;-8.027628;181;73;3;15
2019-09-03T11:19:41.000000;38.86831;-7.9033866;225;83;3;20
2019-09-03T11:19:42.000000;38.858925;-8.561313;107;65;3;8
2019-09-03T11:19:42.000000;38.843025;-8.431931;117;50;3;9
2019-09-03T11:19:42.000000;38.827152;-8.303985;144;78;3;11
2019-09-03T11:19:42.000000;38.811295;-8.17734;200;68;2;-9999
2019-09-03T11:19:42.000000;38.79545;-8.051915;130;76;3;-9999
2019-09-03T11:19:42.000000;38.779648;-7.927952;177;66;3;-9999
2019-09-03T11:19:42.000000;38.76385;-7.8051405;193;65;3;25
2019-09-03T11:19:44.000000;38.754158;-8.455298;133;61;3;11
2019-09-03T11:19:44.000000;38.73828;-8.327391;212;82;3;16
2019-09-03T11:19:44.000000;38.722427;-8.2008505;144;57;3;-9999
2019-09-03T11:19:44.000000;38.7066;-8.075619;161;60;3;28
2019-09-03T11:19:44.000000;38.690815;-7.9518623;256;73;3;-9999
2019-09-03T11:19:44.000000;38.675053;-7.829311;262;73;3;27
2019-09-03T11:19:45.000000;38.66549;-8.479235;174;70;3;13
2019-09-03T11:19:45.000000;38.649628;-8.351483;168;58;3;18
2019-09-03T11:19:45.000000;38.6338;-8.225184;188;57;3;22
2019-09-03T11:19:45.000000;38.617977;-8.100039;191;57;3;30
2019-09-03T11:19:45.000000;38.602192;-7.976327;215;92;3;34
2019-09-03T11:19:45.000000;38.58647;-7.8541746;301;97;3;24
2019-09-03T11:19:47.000000;38.576607;-8.502765;183;52;3;6
2019-09-03T11:19:47.000000;38.560722;-8.374904;146;55;3;18
2019-09-03T11:19:47.000000;38.544918;-8.248835;157;62;3;20
2019-09-03T11:19:47.000000;38.529114;-8.123899;173;67;3;27
2019-09-03T11:19:47.000000;38.513386;-8.000631;208;89;3;23
2019-09-03T11:19:47.000000;38.497646;-7.8783655;302;78;3;-9999
2019-09-03T11:19:48.000000;38.472095;-8.399373;199;93;3;8
2019-09-03T11:19:48.000000;38.456276;-8.273216;183;71;3;-9999
2019-09-03T11:19:48.000000;38.44052;-8.148678;216;56;3;-9999
2019-09-03T11:19:48.000000;38.42476;-8.025197;257;62;3;-9999
2019-09-03T11:19:48.000000;38.40902;-7.90294;200;52;3;25
2019-09-03T11:19:50.000000;38.36745;-8.297079;251;93;3;7
2019-09-03T11:19:50.000000;38.35164;-8.172182;212;58;3;21
2019-09-03T11:19:50.000000;38.335922;-8.049082;308;69;3;19
2019-09-03T11:19:50.000000;38.3202;-7.9270325;195;78;3;-9999
2019-09-03T11:19:50.000000;38.304485;-7.806053;134;74;3;-9999
2019-09-03T11:19:51.000000;38.27881;-8.321439;200;89;3;4
2019-09-03T11:19:51.000000;38.263054;-8.197006;335;83;3;9
2019-09-03T11:19:51.000000;38.247326;-8.073842;307;68;3;13
2019-09-03T11:19:51.000000;38.231594;-7.9517665;227;127;3;19
2019-09-03T11:19:51.000000;38.21588;-7.830844;220;103;3;23
2019-09-03T11:19:53.000000;38.18992;-8.344889;185;62;3;7
2019-09-03T11:19:54.000000;38.11693;-8.493904;125;48;3;12
2019-09-03T11:19:54.000000;38.101242;-8.368962;166;65;3;4
2019-09-03T11:19:56.000000;38.04373;-8.643273;104;47;3;20
2019-09-03T11:19:56.000000;38.028023;-8.517049;128;39;3;14
2019-09-03T11:19:56.000000;38.01235;-8.392261;205;58;3;6
2019-09-03T11:19:57.000000;37.939342;-8.541125;190;66;3;9
2019-09-03T11:19:57.000000;37.923656;-8.416285;229;88;3;6
2019-09-03T11:19:59.000000;37.85046;-8.564461;183;87;3;9
2019-09-03T11:19:59.000000;37.834785;-8.439724;262;48;3;8
2019-09-29T11:56:07.000000;39.520252;-7.863164;59;23;3;20
2019-09-29T11:56:09.000000;39.553562;-8.4808855;78;28;3;10
2019-09-29T11:56:09.000000;39.515133;-8.292557;40;21;3;20
2019-09-29T11:56:09.000000;39.47489;-8.097058;44;26;3;7
2019-09-29T11:56:09.000000;39.43383;-7.89945;30;18;3;27
2019-09-29T11:56:10.000000;39.46692;-8.516195;85;44;3;4
2019-09-29T11:56:10.000000;39.42851;-8.327834;45;26;3;12
2019-09-29T11:56:10.000000;39.388622;-8.133982;37;21;3;14
2019-09-29T11:56:10.000000;39.34742;-7.935526;31;20;3;22
2019-09-29T11:56:12.000000;39.417458;-8.735943;105;47;3;11
2019-09-29T11:56:12.000000;39.380096;-8.550982;44;27;3;3
2019-09-29T11:56:12.000000;39.34182;-8.363152;32;19;3;14
2019-09-29T11:56:12.000000;39.302055;-8.169767;24;14;3;18
2019-09-29T11:56:12.000000;39.260708;-7.9704833;28;20;3;17
2019-09-29T11:56:13.000000;39.33087;-8.771653;113;28;3;13
2019-09-29T11:56:13.000000;39.293507;-8.586521;52;34;3;1
2019-09-29T11:56:13.000000;39.255356;-8.399217;43;16;3;15
2019-09-29T11:56:13.000000;39.21561;-8.205783;42;18;3;17
2019-09-29T11:56:13.000000;39.17439;-8.007004;40;19;3;18
2019-09-29T11:56:13.000000;39.131554;-7.802311;63;22;3;16
2019-09-29T11:56:14.000000;39.24379;-8.805667;74;35;3;5
2019-09-29T11:56:14.000000;39.206642;-8.62155;40;35;3;2
2019-09-29T11:56:14.000000;39.16845;-8.433943;33;13;3;11
2019-09-29T11:56:14.000000;39.128777;-8.240751;23;15;3;13
2019-09-29T11:56:14.000000;39.08762;-8.042187;28;18;3;15
2019-09-29T11:56:14.000000;39.04494;-7.838162;46;22;3;18
2019-09-29T11:56:16.000000;39.157204;-8.841035;84;40;3;6
2019-09-29T11:56:16.000000;39.120102;-8.657024;42;28;3;2
2019-09-29T11:56:16.000000;39.081974;-8.469605;38;19;3;10
2019-09-29T11:56:16.000000;39.0423;-8.276283;33;17;3;9
2019-09-29T11:56:16.000000;39.00126;-8.078136;36;19;3;12
2019-09-29T11:56:16.000000;38.95878;-7.874932;51;22;3;20
2019-09-29T11:56:17.000000;39.07022;-8.875233;41;31;3;2
2019-09-29T11:56:17.000000;39.033287;-8.69196;33;26;3;3
2019-09-29T11:56:17.000000;38.995136;-8.50433;30;23;3;8
2019-09-29T11:56:17.000000;38.955597;-8.311575;18;12;3;10
2019-09-29T11:56:17.000000;38.914654;-8.113762;25;17;3;14
2019-09-29T11:56:17.000000;38.872177;-7.9104724;35;23;3;19
2019-09-29T11:56:19.000000;38.983475;-8.910082;60;48;3;0
2019-09-29T11:56:19.000000;38.94663;-8.727147;42;31;3;2
2019-09-29T11:56:19.000000;38.908497;-8.539459;38;27;3;4
2019-09-29T11:56:19.000000;38.869133;-8.347447;26;12;3;11
2019-09-29T11:56:19.000000;38.828285;-8.149985;34;21;3;16
2019-09-29T11:56:19.000000;38.78595;-7.947208;48;24;3;24
2019-09-29T11:56:20.000000;38.932564;-9.124967;71;45;3;21
2019-09-29T11:56:20.000000;38.896557;-8.944501;41;58;3;0
2019-09-29T11:56:20.000000;38.859764;-8.761731;21;13;3;2
2019-09-29T11:56:20.000000;38.821777;-8.574675;19;13;3;8
2019-09-29T11:56:20.000000;38.782394;-8.382455;20;14;3;11
2019-09-29T11:56:20.000000;38.7417;-8.185616;19;11;3;20
2019-09-29T11:56:20.000000;38.69951;-7.9834137;31;17;3;32
2019-09-29T11:56:22.000000;38.73523;-8.610016;34;23;3;7
2019-09-29T11:56:22.000000;38.69591;-8.417955;35;28;3;10
2019-09-29T11:56:22.000000;38.65531;-8.221445;34;23;3;20
2019-09-29T11:56:22.000000;38.613235;-8.019659;32;19;3;33
2019-09-29T11:56:22.000000;38.568985;-7.8093696;65;27;3;23
2019-09-29T11:56:23.000000;38.64836;-8.644429;24;20;3;7
2019-09-29T11:56:23.000000;38.60911;-8.452592;17;11;3;10
2019-09-29T11:56:23.000000;38.56864;-8.256605;15;10;3;23
2019-09-29T11:56:23.000000;38.52643;-8.054004;22;15;3;26
2019-09-29T11:56:23.000000;38.482376;-7.8445535;49;30;3;22
2019-09-29T11:56:25.000000;38.561687;-8.6794815;32;26;3;4
2019-09-29T11:56:25.000000;38.522446;-8.487574;26;19;3;4
2019-09-29T11:56:25.000000;38.48198;-8.2915125;23;13;3;15
2019-09-29T11:56:25.000000;38.43982;-8.089038;36;17;3;17
2019-09-29T11:56:25.000000;38.396164;-7.881359;44;16;3;27
2019-09-29T11:56:26.000000;38.39507;-8.325357;22;18;3;7
2019-09-29T11:56:26.000000;38.35314;-8.123903;21;13;3;17
2019-09-29T11:56:26.000000;38.309402;-7.9156966;30;17;3;20
2019-09-29T11:56:28.000000;38.30874;-8.361154;21;16;3;8
2019-09-29T11:56:28.000000;38.266697;-8.159005;31;20;3;10
2019-09-29T11:56:28.000000;38.223114;-7.951391;51;30;3;16
2019-09-29T11:56:29.000000;38.221962;-8.396011;27;27;3;9
2019-09-29T11:56:29.000000;38.17989;-8.193558;17;12;3;6
2019-09-29T11:56:29.000000;38.136433;-7.9864287;40;27;3;15
2019-09-29T11:56:31.000000;38.176125;-8.629037;22;20;3;23
2019-09-29T11:56:31.000000;38.13537;-8.4309845;26;23;3;6
2019-09-29T11:56:31.000000;38.093468;-8.229244;26;20;3;7
2019-09-29T11:56:31.000000;38.05021;-8.022943;58;31;3;21
2019-09-29T11:56:31.000000;38.004772;-7.8082447;77;39;3;16
2019-09-29T11:56:32.000000;38.04866;-8.465877;16;5;3;10
2019-09-29T11:56:32.000000;38.00676;-8.26401;23;18;3;8
2019-09-29T11:56:32.000000;37.963387;-8.056978;42;28;3;14
2019-09-29T11:56:32.000000;37.918175;-7.843235;51;25;3;16
2019-09-29T11:56:34.000000;37.962196;-8.501144;20;14;3;10
2019-09-29T11:56:34.000000;37.920372;-8.299511;34;27;3;8
2019-09-29T11:56:34.000000;37.87716;-8.093127;62;30;3;17
2019-09-29T11:56:34.000000;37.83187;-7.878842;81;23;3;12
2019-09-29T11:56:35.000000;37.875362;-8.535345;18;12;3;9
2019-09-29T11:56:35.000000;37.833675;-8.334276;34;22;3;11
2019-09-09T12:20:29.000000;39.43019;-7.794376;60;16;3;26
2019-09-09T12:20:31.000000;39.346504;-7.8384194;62;15;3;22
2019-09-09T12:20:32.000000;39.38036;-8.324686;92;38;3;16
2019-09-09T12:20:32.000000;39.26244;-7.8810296;68;24;3;21
2019-09-09T12:20:34.000000;39.296795;-8.367993;73;22;3;14
2019-09-09T12:20:34.000000;39.179123;-7.9247856;70;24;3;19
2019-09-09T12:20:35.000000;39.212402;-8.409737;64;14;3;11
2019-09-09T12:20:35.000000;39.094936;-7.966888;77;24;3;16
2019-09-09T12:20:37.000000;39.12857;-8.453348;62;11;3;9
2019-09-09T12:20:37.000000;39.011242;-8.010591;79;23;3;12
2019-09-09T12:20:38.000000;39.044212;-8.4948;69;14;3;9
2019-09-09T12:20:38.000000;38.927074;-8.052353;87;24;3;12
2019-09-09T12:20:40.000000;38.96038;-8.537997;73;12;3;4
2019-09-09T12:20:40.000000;38.84394;-8.097754;92;17;3;15
2019-09-09T12:20:41.000000;38.87621;-8.580126;76;13;3;7
2019-09-09T12:20:41.000000;38.76027;-8.141336;109;16;3;23
2019-09-09T12:20:43.000000;38.792183;-8.622925;81;13;3;5
2019-09-09T12:20:43.000000;38.676647;-8.185244;112;10;3;24
2019-09-09T12:20:44.000000;38.708122;-8.665041;89;18;3;7
2019-09-09T12:20:44.000000;38.592945;-8.22827;119;11;3;28
2019-09-09T12:20:46.000000;38.623924;-8.706861;93;25;3;4
2019-09-09T12:20:46.000000;38.508488;-8.2687;119;12;3;17
2019-09-09T12:20:47.000000;38.539577;-8.748081;102;27;3;1
2019-09-09T12:20:47.000000;38.42406;-8.309207;128;12;3;9
2019-09-09T12:20:47.000000;38.29883;-7.8417444;135;21;3;21
2019-09-09T12:20:49.000000;38.455544;-8.790357;98;25;2;0
2019-09-09T12:20:49.000000;38.34028;-8.351998;123;14;3;8
2019-09-09T12:20:49.000000;38.215363;-7.8852673;129;24;3;22
2019-09-09T12:20:50.000000;38.255985;-8.393084;120;14;3;6
2019-09-09T12:20:50.000000;38.13112;-7.9260817;130;23;3;17
2019-09-09T12:20:52.000000;38.172646;-8.43713;109;14;3;8
2019-09-09T12:20:52.000000;38.048042;-7.970588;121;19;3;18
2019-09-09T12:20:53.000000;38.08861;-8.478843;109;13;3;13
2019-09-09T12:20:53.000000;37.96371;-8.010714;128;15;3;15
2019-09-09T12:20:54.000000;37.880325;-8.054784;120;15;3;16
2019-09-09T12:20:56.000000;37.79629;-8.096479;130;16;3;19
2019-09-17T11:32:06.000000;38.10386;-8.570613;156;40;3;18
2019-09-17T11:32:06.000000;38.08677;-8.457928;198;50;3;13
2019-09-17T11:32:07.000000;38.01541;-8.597576;147;39;3;14
2019-09-17T11:32:07.000000;37.998344;-8.485021;194;38;3;10
2019-09-17T11:32:09.000000;37.927143;-8.625025;161;35;3;12
2019-09-17T11:32:09.000000;37.910095;-8.512613;234;52;3;9
2019-09-17T11:32:10.000000;37.83869;-8.651906;175;43;3;12
2019-09-17T11:32:10.000000;37.821663;-8.539591;178;63;3;7
2019-09-02T12:14:28.000000;39.487144;-8.066378;57;16;3;10
2019-09-02T12:14:30.000000;39.490368;-8.461324;57;18;3;7
2019-09-02T12:14:30.000000;39.402855;-8.109308;51;18;3;15
2019-09-02T12:14:31.000000;39.488922;-8.8433075;34;25;3;39
2019-09-02T12:14:31.000000;39.405117;-8.50095;46;17;3;1
2019-09-02T12:14:31.000000;39.3181;-8.150619;45;14;3;17
2019-09-02T12:14:33.000000;39.40327;-8.880531;39;22;3;12
2019-09-02T12:14:33.000000;39.320724;-8.543081;45;15;3;1
2019-09-02T12:14:33.000000;39.233917;-8.193267;53;13;3;17
2019-09-02T12:14:33.000000;39.14031;-7.821541;69;20;3;15
2019-09-02T12:14:34.000000;39.31783;-8.919554;25;16;3;8
2019-09-02T12:14:34.000000;39.235622;-8.5832405;38;19;3;2
2019-09-02T12:14:34.000000;39.148808;-8.2331085;47;13;3;15
2019-09-02T12:14:34.000000;39.055485;-7.862205;60;16;3;16
2019-09-02T12:14:35.000000;39.233208;-8.960987;26;12;3;9
2019-09-02T12:14:35.000000;39.15122;-8.625252;35;18;3;5
2019-09-02T12:14:35.000000;39.064365;-8.274623;44;14;3;12
2019-09-02T12:14:35.000000;38.971462;-7.9050493;62;18;3;19
2019-09-02T12:14:37.000000;39.148075;-9.000744;24;19;3;9
2019-09-02T12:14:37.000000;39.0662;-8.66518;26;15;3;4
2019-09-02T12:14:37.000000;38.97935;-8.314251;33;10;3;8
2019-09-02T12:14:37.000000;38.886734;-7.9454947;49;16;3;17
2019-09-02T12:14:38.000000;39.063377;-9.042451;28;25;3;13
2019-09-02T12:14:38.000000;38.981518;-8.706648;23;16;3;4
2019-09-02T12:14:38.000000;38.894875;-8.35626;36;12;3;9
2019-09-02T12:14:38.000000;38.802628;-7.9886265;43;14;3;22
2019-09-02T12:14:40.000000;38.978474;-9.083122;19;19;3;20
2019-09-02T12:14:40.000000;38.896492;-8.746498;19;15;3;4
2019-09-02T12:14:40.000000;38.81023;-8.397332;32;13;3;13
2019-09-02T12:14:40.000000;38.718334;-8.030759;44;16;3;30
2019-09-02T12:14:41.000000;38.893486;-9.123407;24;25;3;17
2019-09-02T12:14:41.000000;38.811768;-8.787601;24;16;3;3
2019-09-02T12:14:41.000000;38.72548;-8.437999;38;17;3;9
2019-09-02T12:14:41.000000;38.63394;-8.072546;50;19;3;29
2019-09-02T12:14:43.000000;38.807987;-9.16155;21;16;3;10
2019-09-02T12:14:43.000000;38.726665;-8.827085;22;18;3;2
2019-09-02T12:14:43.000000;38.64067;-8.478392;31;16;3;10
2019-09-02T12:14:43.000000;38.54931;-8.113314;43;17;3;31
2019-09-02T12:14:44.000000;38.723206;-9.202046;17;7;2;11
2019-09-02T12:14:44.000000;38.64199;-8.867716;21;17;3;2
2019-09-02T12:14:44.000000;38.55605;-8.518904;35;16;3;8
2019-09-02T12:14:44.000000;38.464314;-8.151964;48;13;3;17
2019-09-02T12:14:46.000000;38.55704;-8.908398;23;16;3;9
2019-09-02T12:14:46.000000;38.470837;-8.558197;33;15;3;5
2019-09-02T12:14:46.000000;38.379467;-8.192442;47;15;3;19
2019-09-02T12:14:46.000000;38.28112;-7.8046327;35;19;3;25
2019-09-02T12:14:47.000000;38.294643;-8.232355;47;19;3;8
2019-09-02T12:14:47.000000;38.19678;-7.8461533;32;18;3;21
2019-09-02T12:14:49.000000;38.20981;-8.271814;32;17;3;7
2019-09-02T12:14:49.000000;38.111946;-7.8852396;30;20;3;16
2019-09-02T12:14:50.000000;38.125362;-8.312998;29;15;3;6
2019-09-02T12:14:50.000000;38.02797;-7.9279275;33;19;3;20
2019-09-02T12:14:52.000000;38.04041;-8.352554;20;11;3;6
2019-09-02T12:14:52.000000;37.942936;-7.9668074;27;17;3;16
2019-09-02T12:14:53.000000;37.95592;-8.39348;20;11;3;6
2019-09-02T12:14:53.000000;37.858673;-8.008254;33;18;3;16
2019-09-02T12:14:55.000000;37.87129;-8.43351;19;13;3;7
2019-09-10T11:25:35.000000;39.549316;-8.129335;74;51;3;24
2019-09-10T11:25:35.000000;39.516968;-7.896039;137;52;3;21
2019-09-10T11:25:36.000000;39.524742;-8.62804;65;66;3;44
2019-09-10T11:25:36.000000;39.50887;-8.509393;119;62;2;11
2019-09-10T11:25:36.000000;39.49286;-8.3906975;58;47;3;11
2019-09-10T11:25:36.000000;39.47683;-8.272846;50;43;2;3
2019-09-10T11:25:36.000000;39.46073;-8.1554165;66;56;2;6
2019-09-10T11:25:36.000000;39.444588;-8.038565;100;40;3;11
2019-09-10T11:25:36.000000;39.42836;-7.922091;106;47;3;28
2019-09-10T11:25:36.000000;39.412125;-7.806359;95;56;3;-9999
2019-09-10T11:25:38.000000;39.452297;-8.774485;93;75;3;20
2019-09-10T11:25:38.000000;39.436394;-8.654678;107;72;3;8
2019-09-10T11:25:38.000000;39.42044;-8.535501;99;68;3;3
2019-09-10T11:25:38.000000;39.404427;-8.416868;71;62;3;7
2019-09-10T11:25:38.000000;39.38838;-8.298904;76;45;3;14
2019-09-10T11:25:38.000000;39.3723;-8.181657;64;39;3;16
2019-09-10T11:25:38.000000;39.35618;-8.064981;82;53;3;19
2019-09-10T11:25:38.000000;39.34;-7.948824;96;51;3;21
2019-09-10T11:25:38.000000;39.32377;-7.833141;95;62;3;-9999
2019-09-10T11:25:39.000000;39.3954;-9.042368;54;29;3;10
2019-09-10T11:25:39.000000;39.37948;-8.920457;54;45;2;14
2019-09-10T11:25:39.000000;39.363598;-8.799841;74;37;3;6
2019-09-10T11:25:39.000000;39.34766;-8.679815;158;84;3;9
2019-09-10T11:25:39.000000;39.33173;-8.5608425;73;54;3;1
2019-09-10T11:25:39.000000;39.315735;-8.442331;89;57;3;6
2019-09-10T11:25:39.000000;39.29969;-8.324432;101;60;3;16
2019-09-10T11:25:39.000000;39.283634;-8.207349;67;47;3;18
2019-09-10T11:25:39.000000;39.26754;-8.090877;66;42;3;19
2019-09-10T11:25:39.000000;39.251396;-7.9749646;81;51;3;16
2019-09-10T11:25:39.000000;39.235184;-7.8594236;81;61;3;-9999
2019-09-10T11:25:41.000000;39.306816;-9.067595;35;25;3;11
2019-09-10T11:25:41.000000;39.29094;-8.946021;59;37;3;9
2019-09-10T11:25:41.000000;39.275055;-8.825417;99;68;3;5
2019-09-10T11:25:41.000000;39.259144;-8.705603;91;108;2;4
2019-09-10T11:25:41.000000;39.227226;-8.46821;65;52;3;10
2019-09-10T11:25:41.000000;39.21122;-8.35058;65;48;3;14
2019-09-10T11:25:41.000000;39.195175;-8.233612;82;57;3;17
2019-09-10T11:25:41.000000;39.17911;-8.117359;76;54;3;12
2019-09-10T11:25:41.000000;39.16296;-8.001409;86;55;3;21
