TAI Time at Start of Scan replicated across the swath (Time UTC+0);Geodetic Latitude (Degrees_north);Geodetic Longitude (Degrees_east);Deep Blue AOT at 0.55 micron for land with higher quality data (Quality flag=2,3) (None);Standard deviation of Deep Blue AOT at 0.55 micron for land with  all quality data (Quality flag=1,2,3) (None);Deep Blue Aerosol Confidence Flag (0= No Confidence (or fill),  1= Marginal, 2= Good, 3= Very Good) (None);Averaged topographic altitude (in km) for Land (KM)
2019-01-25T11:50:46.000000;38.095238;-8.238933;24;20;3;7
2019-01-25T11:50:46.000000;38.062466;-8.071206;20;16;3;17
2019-01-25T11:50:46.000000;38.02858;-7.899188;21;24;3;21
2019-01-25T11:50:47.000000;38.071114;-8.599035;13;6;3;22
2019-01-25T11:50:47.000000;38.039894;-8.436583;13;9;3;7
2019-01-25T11:50:47.000000;38.007988;-8.271875;17;11;3;8
2019-01-25T11:50:47.000000;37.975246;-8.104243;17;10;3;17
2019-01-25T11:50:47.000000;37.941372;-7.9321675;14;8;3;18
2019-01-25T11:50:49.000000;37.983986;-8.631674;13;12;3;14
2019-01-25T11:50:49.000000;37.952972;-8.470212;18;10;3;10
2019-01-25T11:50:49.000000;37.921078;-8.305492;22;13;2;8
2019-01-25T11:50:49.000000;37.88836;-8.137847;19;17;3;14
2019-01-25T11:50:49.000000;37.854515;-7.9658213;15;9;3;14
2019-01-25T11:50:49.000000;37.81957;-7.789655;13;9;3;13
2019-01-25T11:50:50.000000;37.89665;-8.664076;12;7;3;16
2019-01-25T11:50:50.000000;37.865635;-8.502537;16;10;3;9
2019-01-25T11:50:50.000000;37.833847;-8.338279;12;8;3;10
2019-01-25T11:50:50.000000;37.80123;-8.171093;15;8;3;20
2019-01-03T12:27:01.000000;39.507187;-8.759165;25;10;3;-9999
2019-01-03T12:27:02.000000;39.422836;-8.799282;17;7;3;-9999
2019-01-03T12:27:04.000000;39.338894;-8.841254;37;12;3;-9999
2019-01-03T12:27:05.000000;39.255745;-8.886626;33;10;3;-9999
2019-01-03T12:27:07.000000;39.171898;-8.929753;50;14;3;-9999
2019-01-03T12:27:08.000000;39.088955;-8.974636;55;20;3;-9999
2019-01-18T11:44:28.000000;38.86523;-7.888653;167;48;3;21
2019-01-18T11:44:30.000000;38.777992;-7.9212675;171;46;3;24
2019-01-18T11:44:31.000000;38.690445;-7.953287;180;48;3;-9999
2019-01-18T11:44:31.000000;38.6643;-7.8102975;147;42;3;28
2019-01-18T11:44:33.000000;38.576935;-7.8426437;140;84;3;-9999
2019-01-18T11:44:34.000000;38.489365;-7.874157;113;43;3;-9999
2019-01-18T11:44:36.000000;38.40207;-7.906641;93;35;3;24
2019-01-18T11:44:37.000000;38.414803;-8.493663;162;59;2;-9999
2019-01-18T11:44:37.000000;38.314396;-7.937874;123;28;3;-9999
2019-01-18T11:44:37.000000;38.287838;-7.7934265;76;17;3;-9999
2019-01-18T11:44:39.000000;38.32736;-8.525313;152;48;2;-9999
2019-01-18T11:44:39.000000;38.303062;-8.389292;134;56;2;6
2019-01-18T11:44:39.000000;38.278233;-8.251269;175;44;2;-9999
2019-01-18T11:44:39.000000;38.252953;-8.111742;173;39;3;-9999
2019-01-18T11:44:39.000000;38.22705;-7.9698024;173;55;3;-9999
2019-01-18T11:44:40.000000;38.2396;-8.556156;154;57;2;-9999
2019-01-18T11:44:40.000000;38.21537;-8.420468;107;45;3;10
2019-01-18T11:44:40.000000;38.19054;-8.282357;163;42;3;-9999
2019-01-18T11:44:40.000000;38.13943;-8.001173;157;38;2;-9999
2019-01-18T11:44:42.000000;38.152157;-8.588029;110;46;3;17
2019-01-06T11:20:10.000000;38.463062;-8.667148;25;25;3;4
2019-01-06T11:20:10.000000;38.44719;-8.538422;27;22;3;5
2019-01-06T11:20:10.000000;38.431362;-8.411304;36;17;3;3
2019-01-06T11:20:10.000000;38.415524;-8.2852125;30;18;3;11
2019-01-06T11:20:10.000000;38.3997;-8.160399;23;14;3;20
2019-01-06T11:20:10.000000;38.383957;-8.037266;29;18;3;17
2019-01-06T11:20:10.000000;38.368153;-7.914763;30;21;3;30
2019-01-06T11:20:10.000000;38.352425;-7.793846;29;16;3;28
2019-01-06T11:20:12.000000;38.358334;-8.561925;37;31;3;-9999
2019-01-06T11:20:12.000000;38.34248;-8.434619;32;31;3;9
2019-01-06T11:20:12.000000;38.32671;-8.309115;22;13;3;5
2019-01-06T11:20:12.000000;38.3109;-8.184476;27;14;3;13
2019-01-06T11:20:12.000000;38.29514;-8.061243;24;15;3;-9999
2019-01-06T11:20:12.000000;38.279392;-7.9392166;23;18;3;19
2019-01-06T11:20:12.000000;38.26363;-7.8180847;28;21;3;28
2019-01-06T11:20:13.000000;38.26954;-8.585357;36;22;3;10
2019-01-06T11:20:13.000000;38.253746;-8.458567;30;23;3;8
2019-01-06T11:20:13.000000;38.238;-8.333267;31;23;3;-9999
2019-01-06T11:20:13.000000;38.22222;-8.208875;24;16;3;8
2019-01-06T11:20:13.000000;38.206482;-8.085825;26;16;3;11
2019-01-06T11:20:13.000000;38.190742;-7.963878;32;26;3;15
2019-01-06T11:20:13.000000;38.17502;-7.8430552;49;30;3;-9999
2019-01-06T11:20:15.000000;38.18065;-8.608426;27;36;3;17
2019-01-06T11:20:15.000000;38.16491;-8.482097;40;22;3;8
2019-01-06T11:20:15.000000;38.149162;-8.356865;51;38;3;-9999
2019-01-06T11:20:15.000000;38.13341;-8.232709;44;31;3;-9999
2019-01-06T11:20:15.000000;38.11768;-8.109818;42;36;3;-9999
2019-01-06T11:20:15.000000;38.10195;-7.987977;24;21;3;-9999
2019-01-06T11:20:15.000000;38.08624;-7.8672915;30;21;3;17
2019-01-06T11:20:16.000000;38.091885;-8.631783;19;11;3;26
2019-01-06T11:20:16.000000;38.076164;-8.50564;31;13;3;16
2019-01-06T11:20:16.000000;38.06046;-8.380787;94;173;3;-9999
2019-01-06T11:20:16.000000;38.04473;-8.2568865;342;262;3;-9999
2019-01-06T11:20:16.000000;38.029007;-8.134045;35;26;3;11
2019-01-06T11:20:16.000000;38.013275;-8.012259;29;21;3;19
2019-01-06T11:20:16.000000;37.997566;-7.8916826;51;56;3;23
2019-01-06T11:20:18.000000;38.003;-8.655199;24;18;3;17
2019-01-06T11:20:18.000000;37.987267;-8.52906;31;12;3;11
2019-01-06T11:20:18.000000;37.971558;-8.4042425;103;174;3;-9999
2019-01-06T11:20:18.000000;37.940144;-8.157837;32;21;3;9
2019-01-06T11:20:18.000000;37.924446;-8.036339;24;18;3;-9999
2019-01-06T11:20:18.000000;37.90876;-7.9159307;18;13;3;18
2019-01-06T11:20:18.000000;37.893105;-7.796751;21;14;3;-9999
2019-01-06T11:20:19.000000;37.914345;-8.679154;20;9;3;17
2019-01-06T11:20:19.000000;37.89863;-8.55318;33;19;3;-9999
2019-01-06T11:20:19.000000;37.882927;-8.428455;31;16;3;6
2019-01-06T11:20:19.000000;37.867207;-8.30468;34;56;3;-9999
2019-01-06T11:20:19.000000;37.85148;-8.181936;30;34;3;-9999
2019-01-06T11:20:19.000000;37.83583;-8.060807;21;15;3;18
2019-01-06T11:20:19.000000;37.820175;-7.9406962;25;13;3;16
2019-01-06T11:20:19.000000;37.804523;-7.8215528;26;11;3;-9999
2019-01-06T11:20:21.000000;37.8097;-8.576318;19;11;3;9
2019-01-06T11:20:21.000000;37.794;-8.451632;20;12;3;8
2019-01-27T11:38:10.000000;39.554577;-8.540436;228;40;3;9
2019-01-27T11:38:12.000000;39.42801;-8.331791;314;54;2;-9999
2019-01-13T11:25:58.000000;39.543236;-8.133099;38;23;3;-9999
2019-01-13T11:25:58.000000;39.52706;-8.01619;52;20;3;23
2019-01-13T11:25:58.000000;39.51084;-7.8998213;40;23;3;21
2019-01-13T11:26:00.000000;39.53494;-8.75248;24;17;3;45
2019-01-13T11:26:00.000000;39.518997;-8.632529;32;34;3;-9999
2019-01-13T11:26:00.000000;39.503082;-8.513715;41;44;3;9
2019-01-13T11:26:00.000000;39.487045;-8.395046;27;19;3;-9999
2019-01-13T11:26:00.000000;39.470993;-8.277174;28;25;3;-9999
2019-01-13T11:26:00.000000;39.45487;-8.159744;33;40;3;6
2019-01-13T11:26:00.000000;39.43869;-8.04284;29;18;3;-9999
2019-01-13T11:26:00.000000;39.422447;-7.926368;26;20;3;28
2019-01-13T11:26:00.000000;39.40619;-7.8106084;21;18;3;25
2019-01-13T11:26:01.000000;39.478245;-9.021452;18;12;3;-9999
2019-01-13T11:26:01.000000;39.462173;-8.898614;26;30;3;-9999
2019-01-13T11:26:01.000000;39.446316;-8.778313;25;26;3;-9999
2019-01-13T11:26:01.000000;39.430386;-8.6584835;27;25;3;8
2019-01-13T11:26:01.000000;39.414413;-8.539307;33;28;3;3
2019-01-13T11:26:01.000000;39.398376;-8.420672;28;29;3;-9999
2019-01-13T11:26:01.000000;39.38231;-8.302712;25;16;3;-9999
2019-01-13T11:26:01.000000;39.366207;-8.18546;20;14;3;17
2019-01-13T11:26:01.000000;39.350067;-8.068814;23;18;3;17
2019-01-13T11:26:01.000000;39.333866;-7.952639;28;19;3;-9999
2019-01-13T11:26:01.000000;39.31762;-7.8369646;21;15;3;22
2019-01-13T11:26:03.000000;39.389687;-9.046791;20;18;3;-9999
2019-01-13T11:26:03.000000;39.373745;-8.924902;29;28;3;-9999
2019-01-13T11:26:03.000000;39.357834;-8.804258;30;18;3;-9999
2019-01-13T11:26:03.000000;39.32592;-8.565247;40;28;3;-9999
2019-01-13T11:26:03.000000;39.309895;-8.446682;30;25;3;-9999
2019-01-13T11:26:03.000000;39.29384;-8.328844;26;14;3;-9999
2019-01-13T11:26:03.000000;39.27776;-8.211755;18;13;3;18
2019-01-13T11:26:03.000000;39.26164;-8.095264;23;26;3;19
2019-01-13T11:26:03.000000;39.245472;-7.9793386;32;44;3;16
2019-01-13T11:26:03.000000;39.229233;-7.8637624;19;13;3;21
2019-01-13T11:26:04.000000;39.31687;-9.194259;24;19;3;-9999
2019-01-13T11:26:04.000000;39.300926;-9.071341;22;13;3;11
2019-01-13T11:26:04.000000;39.285023;-8.949772;27;19;3;-9999
2019-01-13T11:26:04.000000;39.269123;-8.829244;31;18;3;5
2019-01-13T11:26:04.000000;39.25319;-8.709461;38;50;3;-9999
2019-01-13T11:26:04.000000;39.237236;-8.590532;35;35;3;1
2019-01-13T11:26:04.000000;39.22123;-8.472138;19;12;3;-9999
2019-01-13T11:26:04.000000;39.2052;-8.354514;25;13;3;13
2019-01-13T11:26:04.000000;39.189133;-8.237532;25;16;3;17
2019-01-13T11:26:04.000000;39.173042;-8.121265;39;30;3;12
2019-01-13T11:26:04.000000;39.156868;-8.005324;23;18;3;20
2019-01-13T11:26:04.000000;39.140656;-7.889976;27;16;3;17
2019-01-13T11:26:06.000000;39.22827;-9.219242;23;20;3;-9999
2019-01-13T11:26:06.000000;39.212376;-9.096739;23;20;3;-9999
2019-01-13T11:26:06.000000;39.19647;-8.975173;30;23;3;-9999
2019-01-13T11:26:06.000000;39.18057;-8.854661;34;31;3;-9999
2019-01-13T11:26:06.000000;39.16468;-8.735228;25;27;3;0
2019-01-13T11:26:06.000000;39.14872;-8.6162615;31;23;3;5
2019-01-13T11:26:06.000000;39.132744;-8.498104;24;14;3;7
2019-01-13T11:26:06.000000;39.11673;-8.380622;23;17;3;10
2019-01-13T11:26:06.000000;39.100685;-8.263803;18;10;3;13
2019-01-13T11:26:06.000000;39.08461;-8.14766;27;20;3;8
2019-01-13T11:26:06.000000;39.068455;-8.031862;18;12;3;15
2019-01-13T11:26:06.000000;39.05226;-7.916646;22;22;3;13
2019-01-13T11:26:06.000000;39.035995;-7.8017836;21;16;3;16
2019-01-13T11:26:07.000000;39.139465;-9.24361;36;41;3;-9999
2019-01-13T11:26:07.000000;39.12353;-9.120871;20;16;3;-9999
2019-01-13T11:26:07.000000;39.10769;-8.9998045;31;28;3;-9999
2019-01-13T11:26:07.000000;39.091824;-8.879561;29;26;3;-9999
2019-01-13T11:26:07.000000;39.07594;-8.760199;22;16;3;-9999
2019-01-13T11:26:07.000000;39.059998;-8.641389;30;23;3;-9999
2019-01-13T11:26:07.000000;39.044037;-8.523372;35;17;3;9
2019-01-13T11:26:07.000000;39.028053;-8.406116;25;18;3;9
2019-01-13T11:26:07.000000;39.01204;-8.28957;30;27;3;5
2019-01-13T11:26:07.000000;38.995964;-8.173423;18;17;3;12
2019-01-13T11:26:07.000000;38.979847;-8.057884;20;13;3;13
2019-01-13T11:26:07.000000;38.963673;-7.942812;24;16;3;13
2019-01-13T11:26:07.000000;38.94742;-7.82804;26;18;3;22
2019-01-13T11:26:09.000000;39.050926;-9.2687;24;29;3;6
2019-01-13T11:26:09.000000;39.034996;-9.146014;16;14;3;-9999
2019-01-13T11:26:09.000000;39.01917;-9.025102;27;32;3;-9999
2019-01-13T11:26:09.000000;39.003353;-8.905249;29;30;3;-9999
2019-01-13T11:26:09.000000;38.98746;-8.785859;38;31;3;0
2019-01-13T11:26:09.000000;38.971535;-8.667182;23;19;3;-9999
2019-01-13T11:26:09.000000;38.955597;-8.549348;36;30;3;-9999
2019-01-13T11:26:09.000000;38.93963;-8.432234;23;28;3;5
2019-01-13T11:26:09.000000;38.923615;-8.315682;18;11;3;7
2019-01-13T11:26:09.000000;38.907547;-8.199659;22;18;3;13
2019-01-13T11:26:09.000000;38.891445;-8.0842285;18;14;3;14
2019-01-13T11:26:09.000000;38.875282;-7.9692492;28;21;3;16
2019-01-13T11:26:09.000000;38.85905;-7.8546405;23;20;3;21
2019-01-13T11:26:10.000000;38.962097;-9.292682;29;26;3;-9999
2019-01-13T11:26:10.000000;38.946236;-9.170543;32;25;3;-9999
2019-01-13T11:26:10.000000;38.930397;-9.049616;37;58;3;-9999
2019-01-13T11:26:10.000000;38.91462;-8.930073;52;41;3;-9999
2019-01-13T11:26:10.000000;38.898743;-8.810821;28;38;3;1
2019-01-13T11:26:10.000000;38.88284;-8.692331;26;18;3;-9999
2019-01-13T11:26:10.000000;38.866913;-8.574612;22;18;3;-9999
2019-01-13T11:26:10.000000;38.850956;-8.457636;19;14;3;-9999
2019-01-13T11:26:10.000000;38.834957;-8.341213;27;18;3;13
2019-01-13T11:26:10.000000;38.818924;-8.225454;32;20;3;12
2019-01-13T11:26:10.000000;38.802822;-8.110088;17;12;3;21
2019-01-13T11:26:10.000000;38.786682;-7.9952765;21;16;3;22
2019-01-13T11:26:10.000000;38.770473;-7.880844;29;17;3;26
2019-01-13T11:26:12.000000;38.873474;-9.317617;30;33;3;15
2019-01-13T11:26:12.000000;38.85766;-9.1958275;37;42;3;-9999
2019-01-13T11:26:12.000000;38.810177;-8.836231;21;19;3;2
2019-01-13T11:26:12.000000;38.794292;-8.717915;19;11;3;5
2019-01-13T11:26:12.000000;38.77839;-8.600367;18;12;3;7
2019-01-13T11:26:12.000000;38.762447;-8.483484;19;12;3;11
2019-01-13T11:26:12.000000;38.74647;-8.367258;25;17;3;12
2019-01-13T11:26:12.000000;38.730442;-8.251526;21;14;3;19
2019-01-13T11:26:12.000000;38.71436;-8.136297;22;17;3;27
2019-01-13T11:26:12.000000;38.698235;-8.021603;31;22;3;-9999
2019-01-13T11:26:12.000000;38.682056;-7.9073606;21;14;3;-9999
2019-01-13T11:26:12.000000;38.665802;-7.7934413;21;15;3;27
2019-01-13T11:26:13.000000;38.784653;-9.341871;38;29;2;-9999
2019-01-13T11:26:13.000000;38.768864;-9.220299;40;39;2;-9999
2019-01-13T11:26:13.000000;38.721424;-8.861127;23;21;3;1
2019-01-13T11:26:13.000000;38.705555;-8.742938;22;16;3;-9999
2019-01-13T11:26:13.000000;38.68966;-8.625494;33;34;3;-9999
2019-01-13T11:26:13.000000;38.67374;-8.508756;25;24;3;-9999
2019-01-13T11:26:13.000000;38.657776;-8.392612;29;26;3;16
2019-01-13T11:26:13.000000;38.64177;-8.277071;23;22;3;20
2019-01-13T11:26:13.000000;38.625713;-8.162031;35;35;3;-9999
2019-01-13T11:26:13.000000;38.6096;-8.047432;23;17;3;-9999
2019-01-13T11:26:13.000000;38.59345;-7.9333773;34;40;3;-9999
2019-01-13T11:26:13.000000;38.577225;-7.819664;28;25;3;23
2019-01-13T11:26:15.000000;38.648735;-9.00528;31;30;3;-9999
2019-01-13T11:26:15.000000;38.6329;-8.886438;27;22;3;2
2019-01-13T11:26:15.000000;38.61705;-8.76845;18;13;3;3
2019-01-13T11:26:15.000000;38.60118;-8.651216;21;17;3;3
2019-01-13T11:26:15.000000;38.585278;-8.534623;15;10;3;-9999
2019-01-13T11:26:15.000000;38.569317;-8.418558;16;10;3;14
2019-01-13T11:26:15.000000;38.553318;-8.303108;26;13;3;21
2019-01-13T11:26:15.000000;38.537292;-8.188276;36;22;3;22
2019-01-13T11:26:15.000000;38.521202;-8.073879;26;18;3;24
2019-01-13T11:26:15.000000;38.50506;-7.959922;30;36;3;22
2019-01-13T11:26:15.000000;38.488846;-7.846277;31;30;3;-9999
2019-01-13T11:26:16.000000;38.496597;-8.560033;16;12;3;-9999
2019-01-13T11:26:16.000000;38.48065;-8.444098;21;12;3;12
2019-01-13T11:26:16.000000;38.464684;-8.328857;24;15;3;14
2019-01-13T11:26:16.000000;38.448666;-8.214103;21;12;3;-9999
2019-01-13T11:26:16.000000;38.4326;-8.099838;18;11;3;18
2019-01-13T11:26:16.000000;38.416462;-7.9859624;21;14;3;-9999
2019-01-13T11:26:16.000000;38.400253;-7.872374;15;10;3;27
2019-01-13T11:26:18.000000;38.4081;-8.585804;33;27;3;-9999
2019-01-13T11:26:18.000000;38.39219;-8.470111;30;25;3;2
2019-01-13T11:26:18.000000;38.376225;-8.354909;24;17;3;10
2019-01-13T11:26:18.000000;38.36022;-8.2402935;14;12;3;14
2019-01-13T11:26:18.000000;38.344166;-8.12614;19;10;3;17
2019-01-13T11:26:18.000000;38.328037;-8.012328;22;14;3;26
2019-01-13T11:26:18.000000;38.311867;-7.899003;25;22;3;20
2019-01-13T11:26:19.000000;38.31937;-8.610804;28;18;3;-9999
2019-01-13T11:26:19.000000;38.303497;-8.495376;24;17;3;-9999
2019-01-13T11:26:19.000000;38.287563;-8.3804035;20;14;3;5
2019-01-13T11:26:19.000000;38.271587;-8.265974;21;13;3;4
2019-01-13T11:26:19.000000;38.255543;-8.151908;20;12;3;9
2019-01-13T11:26:19.000000;38.239437;-8.038259;25;18;3;14
2019-01-13T11:26:19.000000;38.223267;-7.9249563;32;26;3;19
2019-01-13T11:26:19.000000;38.207027;-7.811986;43;32;3;19
2019-01-13T11:26:21.000000;38.23087;-8.636288;24;17;3;9
2019-01-13T11:26:21.000000;38.215008;-8.520979;34;32;3;6
2019-01-13T11:26:21.000000;38.19909;-8.406135;41;31;3;9
2019-01-13T11:26:21.000000;38.18314;-8.291904;23;20;3;5
2019-01-13T11:26:21.000000;38.16712;-8.17804;28;24;3;6
2019-01-13T11:26:21.000000;38.151035;-8.06453;22;17;3;11
2019-01-13T11:26:21.000000;38.134884;-7.9513707;22;20;3;-9999
2019-01-13T11:26:21.000000;38.118668;-7.838557;30;20;3;14
2019-01-13T11:26:22.000000;38.142128;-8.661208;13;8;3;24
2019-01-13T11:26:22.000000;38.126312;-8.546215;17;12;3;12
2019-01-13T11:26:22.000000;38.11043;-8.431657;20;14;3;6
2019-01-13T11:26:22.000000;38.094486;-8.31749;18;13;3;7
2019-01-13T11:26:22.000000;38.07849;-8.203767;25;18;3;-9999
2019-01-13T11:26:22.000000;38.062416;-8.090376;32;24;3;15
2019-01-13T11:26:22.000000;38.046288;-7.977373;39;27;3;18
2019-01-13T11:26:22.000000;38.030083;-7.864663;48;54;3;22
2019-01-13T11:26:24.000000;38.053635;-8.686852;19;16;3;17
2019-01-13T11:26:24.000000;38.0378;-8.571775;19;12;3;17
2019-01-13T11:26:24.000000;38.02194;-8.457367;18;15;3;9
2019-01-13T11:26:24.000000;38.006016;-8.343365;21;16;3;-9999
2019-01-13T11:26:24.000000;37.990032;-8.22975;23;19;3;-9999
2019-01-13T11:26:24.000000;37.973976;-8.116482;25;16;3;17
2019-01-13T11:26:24.000000;37.95787;-8.003647;22;18;3;15
2019-01-13T11:26:24.000000;37.94168;-7.891047;23;20;3;20
2019-01-13T11:26:25.000000;37.94912;-8.596983;14;10;3;11
2019-01-13T11:26:25.000000;37.93327;-8.482626;24;15;3;9
2019-01-13T11:26:25.000000;37.917366;-8.36879;31;20;3;6
2019-01-13T11:26:25.000000;37.901398;-8.255297;23;17;3;-9999
2019-01-13T11:26:25.000000;37.88537;-8.142214;26;36;3;-9999
2019-01-13T11:26:25.000000;37.869278;-8.0294895;19;12;3;16
2019-01-13T11:26:25.000000;37.853115;-7.9170723;27;17;3;13
2019-01-13T11:26:25.000000;37.83687;-7.8048673;21;11;3;11
2019-01-13T11:26:26.000000;37.860615;-8.6226225;15;11;3;11
2019-01-13T11:26:26.000000;37.84478;-8.508417;24;20;3;8
2019-01-13T11:26:26.000000;37.828888;-8.39465;15;10;3;9
2019-01-13T11:26:26.000000;37.812923;-8.281233;18;13;3;-9999
2019-01-13T11:26:26.000000;37.796917;-8.168296;24;17;3;-9999
2019-01-07T12:02:38.000000;39.55616;-8.175055;14;7;3;23
2019-01-07T12:02:38.000000;39.502686;-7.9335523;12;7;3;20
2019-01-07T12:02:39.000000;39.520603;-8.443267;18;11;3;-9999
2019-01-07T12:02:39.000000;39.469612;-8.210388;21;10;3;-9999
2019-01-07T12:02:39.000000;39.41667;-7.9711704;12;7;3;21
2019-01-07T12:02:41.000000;39.483818;-8.708201;15;12;3;22
2019-01-07T12:02:41.000000;39.434547;-8.480656;21;13;3;-9999
2019-01-07T12:02:41.000000;39.383965;-8.249496;7;6;2;-9999
2019-01-07T12:02:41.000000;39.330906;-8.009562;14;6;3;19
2019-01-07T12:02:42.000000;39.444115;-8.962605;19;9;2;19
2019-01-07T12:02:42.000000;39.397243;-8.743834;17;16;3;-9999
2019-01-07T12:02:42.000000;39.34826;-8.517477;22;13;3;-9999
2019-01-07T12:02:42.000000;39.29787;-8.2870865;9;7;2;-9999
2019-01-07T12:02:42.000000;39.244656;-8.046238;12;8;3;14
2019-01-07T12:02:42.000000;39.189117;-7.797619;9;6;3;16
2019-01-07T12:02:44.000000;39.357964;-8.999509;19;18;2;-9999
2019-01-07T12:02:44.000000;39.311203;-8.781109;18;10;3;-9999
2019-01-07T12:02:44.000000;39.262447;-8.555645;15;10;3;-9999
2019-01-07T12:02:44.000000;39.211926;-8.324453;13;6;3;-9999
2019-01-07T12:02:44.000000;39.158875;-8.084173;13;7;3;11
2019-01-07T12:02:44.000000;39.103504;-7.836117;13;7;3;16
2019-01-07T12:02:45.000000;39.271393;-9.034996;16;9;3;-9999
2019-01-07T12:02:45.000000;39.22473;-8.816914;18;13;3;-9999
2019-01-07T12:02:45.000000;39.176193;-8.592352;20;15;3;-9999
2019-01-07T12:02:45.000000;39.125706;-8.361129;12;6;3;-9999
2019-01-07T12:02:45.000000;39.072803;-8.121382;13;7;3;12
2019-01-07T12:02:45.000000;39.01757;-7.873735;11;7;3;18
2019-01-07T12:02:47.000000;39.18582;-9.074574;13;10;2;-9999
2019-01-07T12:02:47.000000;39.138763;-8.854438;17;12;3;-9999
2019-01-07T12:02:47.000000;39.09023;-8.629699;15;10;3;-9999
2019-01-07T12:02:47.000000;39.039898;-8.399037;13;7;3;-9999
2019-01-07T12:02:47.000000;38.98709;-8.159515;16;5;3;11
2019-01-07T12:02:47.000000;38.93194;-7.912052;12;7;3;16
2019-01-07T12:02:48.000000;39.098904;-9.108374;13;12;3;12
2019-01-07T12:02:48.000000;39.052235;-8.889952;21;20;3;-9999
2019-01-07T12:02:48.000000;39.003975;-8.666346;20;11;3;-9999
2019-01-07T12:02:48.000000;38.95352;-8.434956;15;10;3;-9999
2019-01-07T12:02:48.000000;38.901005;-8.196612;12;8;3;12
2019-01-07T12:02:48.000000;38.845947;-7.949392;9;7;3;17
2019-01-07T12:02:50.000000;39.01291;-9.146414;12;8;3;23
2019-01-07T12:02:50.000000;38.966038;-8.92688;23;19;3;-9999
2019-01-07T12:02:50.000000;38.917892;-8.703681;16;8;3;-9999
2019-01-07T12:02:50.000000;38.867603;-8.4729;13;8;3;-9999
2019-01-07T12:02:50.000000;38.81511;-8.234488;10;7;3;12
2019-01-07T12:02:50.000000;38.760338;-7.988385;14;7;3;23
2019-01-07T12:02:51.000000;38.92641;-9.182093;17;12;3;19
2019-01-07T12:02:51.000000;38.87973;-8.963295;28;19;3;-9999
2019-01-07T12:02:51.000000;38.83164;-8.740184;17;7;3;3
2019-01-07T12:02:51.000000;38.781483;-8.50985;11;7;3;-9999
2019-01-07T12:02:51.000000;38.729214;-8.272289;11;8;3;19
2019-01-07T12:02:51.000000;38.674503;-8.026271;12;7;3;29
2019-01-07T12:02:53.000000;38.84004;-9.218009;21;17;3;15
